"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"REAC","Metabolism","REAC:R-HSA-1430728","false","2.249356187529627e-16","15.647941768205843","2072","135","72","10790","AADAC,ABCG2,ACACB,ACSS1,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ADHFE1,ADIPOQ,AKR1A1,ALDH1A1,ALDH2,ALDH3A1,ALDH3B1,ALDH6A1,AWAT2,BCKDHB,CA14,CACNB3,CDK8,CKB,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,EPM2A,ESD,FMO3,GLYAT,HSP90AA1,INPPL1,LDHAL6A,MECR,MGST1,MLX,MLXIPL,PANK2,PM20D1,PRKAB2,PRKAR2A,PTEN,PTGR1,PTGR2,SLC5A6,SULT1A1,SULT1A2,SYNJ2,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2,XYLT1"
"REAC","Ethanol oxidation","REAC:R-HSA-71384","false","1.791322958210663e-15","14.746826107995554","12","135","10","10790","ACSS1,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ALDH1A1,ALDH2"
"REAC","Phase I - Functionalization of compounds","REAC:R-HSA-211945","false","8.110483328465048e-15","14.090953264083456","103","135","19","10790","AADAC,ACSS1,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ALDH1A1,ALDH2,ALDH3A1,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,FMO3"
"REAC","Paracetamol ADME","REAC:R-HSA-9753281","false","5.071504306852776e-7","6.294863201364274","28","135","8","10790","ABCG2,CYP2E1,SULT1A1,UGT1A1,UGT1A10,UGT1A6,UGT1A9,UGT2B15"
"REAC","RA biosynthesis pathway","REAC:R-HSA-5365859","false","0.000002474051226559716","5.606591312313249","22","135","7","10790","ADH1A,ADH1C,ADH4,ALDH1A1,ALDH1A2,ALDH1A3,DHRS3"
"REAC","Xenobiotics","REAC:R-HSA-211981","false","0.00012017806352913214","3.9201747982041906","23","135","6","10790","CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5"
"REAC","Signaling by Retinoic Acid","REAC:R-HSA-5362517","false","0.0003756141291328914","3.4252580796406513","43","135","7","10790","ADH1A,ADH1C,ADH4,ALDH1A1,ALDH1A2,ALDH1A3,DHRS3"
"REAC","ChREBP activates metabolic gene expression","REAC:R-HSA-163765","false","0.026705180640025496","1.5734044800164708","7","135","3","10790","ACACB,MLX,MLXIPL"
"REAC","AMPK inhibits chREBP transcriptional activation activity","REAC:R-HSA-163680","false","0.04233699714697237","1.3732799486016276","8","135","3","10790","ADIPOQ,MLXIPL,PRKAB2"
"WP","Glucuronidation","WP:WP698","false","1.0696438873742833e-23","22.970760786324366","26","120","17","8133","UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"WP","Metapathway biotransformation Phase I and II","WP:WP702","false","8.58406869751783e-17","16.06630681540912","182","120","26","8133","AKR1A1,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,FMO3,GLYAT,MGST1,SULT1A2,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A9,UGT2A1,UGT2A3,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"WP","Fatty acid omega-oxidation","WP:WP206","false","1.8834154300537443e-11","10.725053875904342","15","120","9","8133","ADH1A,ADH1B,ADH1C,ADH4,ADH6,ADH7,ALDH1A1,ALDH2,CYP2E1"
"WP","Tamoxifen metabolism","WP:WP691","false","3.194624192936829e-8","7.495580223744476","20","120","8","8133","CYP2E1,CYP3A5,FMO3,UGT1A10,UGT1A4,UGT1A8,UGT2B15,UGT2B7"
"WP","Codeine and morphine metabolism","WP:WP1604","false","6.660788089255692e-8","7.176474383056979","14","120","7","8133","UGT1A1,UGT1A10,UGT1A6,UGT1A8,UGT1A9,UGT2B4,UGT2B7"
"WP","Ethanol effects on histone modifications","WP:WP3996","false","0.000001747070307075135","5.757689617420976","31","120","8","8133","ADH1A,ADH1B,ADH1C,ALDH1A1,ALDH1A2,ALDH1A3,ALDH2,CYP2E1"
"WP","NRF2 pathway","WP:WP2884","false","0.000021779556057634053","4.661950976907369","141","120","13","8133","ADH7,ALDH3A1,HSP90AA1,PTGR1,SLC5A6,SRXN1,TGFB2,UGT1A1,UGT1A4,UGT1A6,UGT1A7,UGT1A9,UGT2B7"
"WP","Vitamin A and carotenoid metabolism","WP:WP716","false","0.00002282874823648488","4.641517901426606","42","120","8","8133","ADH1A,ADH4,ALDH1A1,ALDH1A2,ALDH1A3,AWAT2,CYP2E1,DHRS3"
"WP","Constitutive androstane receptor pathway","WP:WP2875","false","0.00003249051828218654","4.488243360821887","30","120","7","8133","CYP2B6,CYP3A5,HSP90AA1,UGT1A1,UGT1A4,UGT1A6,UGT1A9"
"WP","Aryl hydrocarbon receptor pathway","WP:WP2873","false","0.00004017996125610589","4.395990486359983","45","120","8","8133","ALDH3A1,HSP90AA1,MGST1,UGT1A1,UGT1A4,UGT1A6,UGT1A7,UGT1A9"
"WP","Pregnane X receptor pathway","WP:WP2876","false","0.000052421160672129124","4.280493367442824","32","120","7","8133","CYP2B6,CYP3A5,HSP90AA1,UGT1A1,UGT1A4,UGT1A6,UGT1A9"
"WP","Irinotecan pathway","WP:WP229","false","0.00007765894286232947","4.109808525613069","12","120","5","8133","ABCG2,CYP3A5,UGT1A1,UGT1A10,UGT1A9"
"WP","Nicotine metabolism in liver cells","WP:WP1600","false","0.00010944523915116924","3.960803125419449","6","120","4","8133","CYP2B6,FMO3,UGT1A4,UGT1A9"
"WP","Nuclear receptors meta-pathway","WP:WP2882","false","0.0004960515024129507","3.304473230661871","313","120","17","8133","ADH7,ALDH3A1,CYP2B6,CYP3A5,HSP90AA1,MGST1,PTGR1,SLC5A6,SRXN1,TGFB2,UGT1A1,UGT1A4,UGT1A6,UGT1A7,UGT1A9,UGT2B4,UGT2B7"
"WP","Estrogen metabolism","WP:WP697","false","0.000571896681545386","3.2426824234580636","17","120","5","8133","UGT1A1,UGT1A3,UGT1A6,UGT1A9,UGT2B7"
"WP","Arylamine metabolism","WP:WP694","false","0.005076427669884899","2.2944417973639473","5","120","3","8133","SULT1A2,UGT1A4,UGT1A9"
"WP","Folate-alcohol and cancer pathway hypotheses","WP:WP1589","false","0.04083452739664319","1.3889724664062668","9","120","3","8133","ADH5,ALDH1A1,CYP2E1"
"WP","Oxidation by cytochrome P450","WP:WP43","false","0.047207757727562166","1.32598662718309","62","120","6","8133","CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5"
"TF","Factor: Pbx1; motif: NYAYMCATCAAWNWNNN; match class: 1","TF:M01357_1","false","0.01729542698722406","1.7620687117122855","362","207","15","20011","ADGRG5,ADH1A,ADH1B,ADHFE1,CYP2C18,GDF10,PM20D1,TGFB2,UGT1A3,UGT1A7,UGT1A8,UGT2A1,UGT2A3,UGT2B10,UGT2B28"
"HPA","appendix; enterocytes[≥Low]","HPA:0031301","false","0.022777986179226998","1.6424846748973834","480","136","17","11006","ACSS1,ADH1A,ADH1B,ADH1C,ADH6,CKB,FOXP1,LIMA1,MECP2,MGST1,PTGR1,SULT1A1,SULT1A2,TTC21B,UGT2A3,UGT2B17,UGT2B4"
"HPA","small intestine; endocrine cells[≥Low]","HPA:0481291","false","0.03650505753719589","1.4376469627123871","499","136","17","11006","ACSS1,ADH1A,ADH1B,ADH1C,ADH4,ADH6,FOXP1,LIMA1,MGST1,PKLR,PTGR1,SULT1A1,SULT1A2,TP53I3,UGT2A3,UGT2B17,UGT2B4"
"HPA","appendix; enterocytes[≥Medium]","HPA:0031302","false","0.04151841672963172","1.3817592163034997","363","136","14","11006","ACSS1,ADH1A,ADH1B,ADH1C,FOXP1,LIMA1,MGST1,PTGR1,SULT1A1,SULT1A2,TTC21B,UGT2A3,UGT2B17,UGT2B4"
