GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,GENE_NAME
27250,10,110861795,110910006,158,36,634871,1.8378,0.033048,PDCD4
92482,10,110888730,110929366,132,29,640594,1.7924,0.036532,BBIP1
8036,10,110909543,111023667,345,42,626976,1.2329,0.1088,SHOC2
150,10,111067032,111090907,82,25,634933,0.0159,0.49366000000000004,ADRA2A
57678,10,112139864,112225395,280,44,631626,-1.6149,0.94684,GPAM
6975,10,112273345,112315035,187,37,629931,1.2057,0.11397,TECTB
51703,10,112364158,112438380,258,31,623090,1.3366,0.090672,ACSL5
64429,10,112415439,112457234,129,43,622820,0.43299,0.33251,ZDHHC6
143187,10,112436998,112865364,1495,184,629476,1.8364,0.033148000000000004,VTI1A
6934,10,112940219,113177678,882,124,621525,1.5135,0.065071,TCF7L2
3026,10,113540831,113599602,322,55,636938,0.8851899999999999,0.18803,HABP2
4892,10,113578824,113674070,448,46,641508,-0.02118,0.50845,NRAP
840,10,113669162,113740909,299,34,624005,1.945,0.025889999999999996,CASP7
79949,10,113741262,113792433,238,25,639918,1.7988,0.036029000000000005,PLEKHS1
9937,10,113824724,113864404,89,42,618187,-0.88821,0.81279,DCLRE1A
374354,10,113844632,113922506,151,51,618277,0.26425,0.39579000000000003,NHLRC2
153,10,114034047,114056908,81,10,627989,-0.42433000000000004,0.6643399999999999,ADRB1
55088,10,114110856,114184605,209,32,632511,0.30068,0.38183,CCDC186
56165,10,114164442,114242669,285,22,636058,0.42503,0.33541,TDRD1
340706,10,114229137,114304500,287,49,629916,0.47653,0.31685,VWA2
84632,10,114270730,114415143,615,97,626973,0.10568,0.45792,AFAP1L2
3983,10,114421110,114831643,1749,123,632834,1.6845,0.046038,ABLIM1
57700,10,114811744,114909827,406,31,636274,2.8297,0.0023293000000000003,FAM160B1
142940,10,114928193,114987680,216,33,636114,2.4467,0.0072082,TRUB1
26033,10,115083365,115958999,3084,82,608124,0.22174000000000002,0.41226,ATRNL1
2674,10,116046925,116283614,1044,111,631609,2.0348,0.020935,GFRA1
374355,10,116314104,116390029,299,37,632732,0.58555,0.27909,CCDC172
119548,10,116417879,116487961,308,34,628170,1.7597,0.039229,PNLIPRP3
5406,10,116535916,116577855,130,28,615803,0.49093000000000003,0.31174,PNLIP
5407,10,116580415,116619175,176,40,630341,-2.4709,0.99326,PNLIPRP1
5408,10,116610953,116655143,221,36,635407,-1.1277,0.8702799999999999,PNLIPRP2
143379,10,116652211,116680269,99,31,638551,-0.13982,0.5556,C10orf82
259217,10,116661192,116860814,763,76,630932,0.33565,0.36857,HSPA12A
387712,10,116839212,116953974,316,48,597952,0.41753,0.33815,ENO4
57698,10,116873377,117136586,684,56,598669,0.60831,0.27149,KIAA1598
11023,10,117118521,117148301,81,25,597407,1.0262,0.1524,VAX1
338567,10,117187489,117220299,149,18,633108,-0.73411,0.76856,KCNK18
6571,10,117231073,117289430,228,49,623343,-1.5401,0.9382299999999999,SLC18A2
118987,10,117270489,117385467,438,26,628882,-1.0531,0.85385,PDZD8
2018,10,117532445,117559546,125,21,641049,0.50458,0.30693000000000004,EMX2
22841,10,117994916,118056877,189,38,629839,1.1307,0.12908,RAB11FIP2
63877,10,118295889,118352327,152,52,623331,0.70365,0.24081999999999998,FAM204A
2834,10,118581925,118609895,162,26,645462,1.3205,0.09333,PRLHR
143384,10,118662993,118765246,447,38,635726,-0.49978999999999996,0.69139,CACUL1
340719,10,119019716,119044342,80,24,595957,0.6160800000000001,0.26892,NANOS1
8661,10,119025029,119090822,192,31,609453,0.59338,0.27646,EIF3A
404636,10,119094065,119147984,246,26,620998,0.2706,0.39335,FAM45A
119559,10,119130913,119175709,207,39,617865,2.5014,0.0061845,SFXN4
10935,10,119157699,119188865,116,21,599811,2.2769,0.011397,PRDX3
105378579,10,119188557,119217578,138,19,635494,2.4206,0.007747499999999999,LOC105378579
2869,10,119197685,119465619,1228,109,634231,2.4172,0.0078198,GRK5
105378510,10,119416744,119439244,103,19,633948,2.1596,0.0154,LOC105378510
6001,10,119489827,119552710,295,45,630819,0.41056000000000004,0.3407,RGS10
7073,10,119563465,119607029,156,33,625271,-0.31401999999999997,0.62325,TIAL1
9531,10,119641347,119687819,209,38,637758,2.1983,0.013963999999999999,BAG3
22876,10,119694395,119839278,485,37,621558,0.035737,0.48575,INPP5F
79892,10,119819404,119883628,278,19,633430,0.77461,0.21928000000000003,MCMBP
11196,10,119882573,119954658,320,22,638904,0.9673700000000001,0.16668,SEC23IP
196051,10,120446954,120599855,739,77,636189,0.10964000000000002,0.45635,PPAPDC1A
55717,10,120841175,120919526,395,25,620544,1.325,0.092587,WDR11
2263,10,121468330,121608656,552,96,599994,-0.079902,0.53184,FGFR2
11101,10,121730421,121938801,1057,63,629223,1.8128,0.034932,ATE1
54780,10,121947088,121985228,193,24,628780,2.8636,0.0020943000000000003,NSMCE4A
10579,10,121979174,122264545,1614,175,629555,2.5089,0.006055,TACC2
118663,10,122260828,122348161,437,37,643254,-0.27665,0.60898,BTBD16
59338,10,122364578,122442355,297,29,635275,-0.2677,0.60553,PLEKHA1
387715,10,122444663,122467352,91,20,639983,-0.73766,0.76964,ARMS2
5654,10,122451525,122524908,383,50,636492,-1.7890000000000001,0.96319,HTRA1
1755,10,122550665,122653736,551,34,619969,0.27443,0.39188,DMBT1
399814,10,122687709,122709822,90,23,630335,-0.7216100000000001,0.76473,C10orf120
50624,10,122822155,122856175,109,29,602139,-0.22985,0.5909,CUZD1
196792,10,122839094,122889641,189,31,573927,0.10502,0.45818000000000003,FAM24B
118670,10,122900701,122923111,89,19,594555,0.77505,0.21915,FAM24A
80007,10,122920903,122964403,128,33,618387,0.87024,0.19209,C10orf88
118672,10,122944235,123007519,224,33,639114,0.8611,0.19459,PSTK
64376,10,122980806,123018850,149,23,637882,0.8049,0.21044000000000002,IKZF5
36,10,122998913,123068290,297,38,644717,1.0778,0.14056,ACADSB
340784,10,123126051,123147731,75,33,620241,1.9231,0.027232,HMX3
3167,10,123132421,123160672,82,26,626069,2.7764,0.0027485,HMX2
9184,10,123144244,123175370,87,16,633649,2.495,0.006298300000000001,BUB3
2849,10,123656355,123707399,260,42,628416,1.2732,0.10147,GPR26
119587,10,123712291,123901984,1042,118,635762,-0.40044,0.65558,CPXM2
51363,10,123944351,124103684,731,85,629809,2.1205,0.016980000000000002,CHST15
4942,10,124387303,124428976,164,24,632316,0.091657,0.46348999999999996,OAT
390010,10,124437429,124459981,105,19,634357,-0.14645999999999998,0.5582199999999999,NKX1-2
64077,10,124451772,124624141,1184,82,637010,1.8015,0.035813,LHPP
9679,10,124609294,124754361,495,59,624318,2.1393,0.016204,FAM53B
399818,10,124747831,124801941,168,33,622927,1.8818,0.029931,METTL10
23172,10,124791785,124846670,163,36,622849,1.4885,0.06830499999999999,FAM175B
54764,10,124906899,124998059,291,30,622114,-0.9039,0.81698,ZRANB1
1488,10,124977849,125171055,1025,108,634877,1.7899,0.036733,CTBP2
387718,10,125566513,125693154,525,57,610135,1.9819,0.023742,TEX36
26098,10,125709515,125774143,150,40,614432,-1.3353,0.90912,EDRF1
118856,10,125754939,125795224,120,26,624064,-2.0034,0.97744,MMP21
7390,10,125774980,125833268,178,19,625311,-0.9053700000000001,0.8173600000000001,UROS
56647,10,125813535,125863695,123,23,617934,0.16000999999999999,0.43643999999999994,BCCIP
55760,10,125826340,125891315,151,32,610376,0.064307,0.47436000000000006,DHX32
92565,10,125886224,126019592,506,35,614872,-0.86524,0.80655,FANK1
8038,10,126002385,126398558,2053,160,637572,0.29431999999999997,0.38426,ADAM12
118611,10,126414997,126681038,1222,144,629274,0.5941,0.27621999999999997,C10orf90
1793,10,126895409,127462517,2896,197,634094,3.6462,0.00013309,DOCK1
642938,10,127125426,127206216,336,37,633024,3.2536,0.00056968,FAM196A
594857,10,127539349,127562671,205,22,650670,1.2855,0.099314,NPS
399823,10,127727274,127751186,182,19,632616,0.37789,0.35276,FOXI2
119467,10,127867841,127902947,179,54,643200,1.1569,0.12365,CLRN3
5791,10,127897061,128095916,1132,141,637686,2.9331,0.0016779,PTPRE
4288,10,128086659,128136363,278,37,630313,1.5732,0.057839,MKI67
4255,10,129457190,129778042,1872,89,634980,2.1354,0.016364,MGMT
105378559,10,129758365,129780983,139,26,634422,2.8905,0.0019234000000000002,LOC105378559
253738,10,129825232,129974281,597,151,615312,4.541,2.7996e-06,EBF3
10539,10,130126375,130190382,388,37,633464,0.076779,0.4694,GLRX3
101927435,10,130195332,130506873,1935,112,643845,0.76365,0.22254000000000002,LOC101927435
256536,10,131082391,131321721,1687,182,635866,0.40073000000000003,0.34431,TCERG1L
105378564,10,131820526,131843634,93,23,618220,-1.3545,0.9122,LOC105378564
55844,10,131890644,131979980,258,27,614842,0.18016,0.42851000000000006,PPP2R2D
664,10,131957683,131992013,174,20,626683,1.3619,0.086618,BNIP3
282973,10,132026107,132194809,1164,101,631124,1.435,0.075643,JAKMIP3
10570,10,132174987,132215776,254,30,622314,1.4578,0.07244400000000001,DPYSL4
282974,10,132197489,132342256,958,101,623145,1.0832,0.13937,STK32C
80313,10,132320063,132391506,389,33,627598,0.33916,0.36724,LRRC27
170394,10,132387197,132427863,235,60,605064,-0.6258100000000001,0.73428,PWWP2B
170393,10,132435210,132458321,98,23,611727,-1.5996,0.94515,C10orf91
3632,10,132527784,132793480,1203,59,620867,-0.8795799999999999,0.8104600000000001,INPP5A
84504,10,132774816,132796033,104,34,597592,-0.64177,0.73949,NKX6-2
54777,10,132798392,132953163,1127,61,627856,0.68747,0.24589,CFAP46
84435,10,133060929,133141675,530,72,613371,0.13772,0.44523,ADGRA1
85442,10,133150467,133236412,551,52,608708,1.1775,0.1195,KNDC1
8433,10,133220274,133241558,131,30,602013,1.3430000000000002,0.089643,UTF1
27287,10,133227904,133251930,171,39,610726,1.374,0.084717,VENTX
101,10,133252416,133286903,181,29,609318,-0.6816300000000001,0.75226,ADAM8
10844,10,133268630,133322337,229,38,621820,-0.22432,0.58875,TUBGCP2
118472,10,133298889,133323162,77,17,632702,0.23285999999999998,0.40794,ZNF511
50632,10,133314072,133346971,140,34,599273,0.2669,0.39476999999999995,CALY
118471,10,133337340,133362683,170,21,606696,0.36687,0.35686,PRAP1
282969,10,133342775,133368025,172,24,603218,0.26082,0.39712,FUOM
1892,10,133352483,133383404,185,31,595647,-0.12464000000000001,0.5496,ECHS1
196743,10,133369237,133401696,173,39,600122,-0.48425,0.6859,PAOX
92170,10,133384117,133430670,277,36,590299,-0.48535,0.68628,MTG1
503542,10,133410666,133434617,116,22,554974,-0.22234,0.5879800000000001,SPRN
1571,10,133517363,133549116,230,34,613600,-0.23635,0.59342,CYP2E1
93426,10,133543900,133578291,267,14,614351,-1.1456,0.8740100000000001,SYCE1
441581,10,133614796,133637886,121,22,562192,-0.56577,0.71423,FRG2B
102725043,10,133760224,133788345,4,2,434294,-0.54473,0.70703,LOC102725043
147199,11,177899,204575,78,25,554729,0.068051,0.47286999999999996,SCGB1C1
113746,11,186641,210258,91,25,597724,0.33399,0.36919,ODF3
51272,11,192924,217422,125,29,613194,0.7224,0.23501999999999998,BET1L
60626,11,197511,225175,171,32,617172,0.8953,0.18531,RIC8A
23410,11,205030,246362,279,26,616701,0.95516,0.16975,SIRT3
5719,11,226808,262984,269,29,619864,0.62878,0.26475,PSMD13
171389,11,268365,295388,150,45,595600,1.1316,0.12889,NLRP6
80162,11,277832,305688,182,50,595540,1.0382,0.14958,ATHL1
387733,11,288200,309526,161,42,585273,1.4606,0.072056,IFITM5
10581,11,298107,319410,126,35,572381,2.1790000000000003,0.014667,IFITM2
8519,11,303991,325272,119,29,576099,1.7173,0.042961,IFITM1
10410,11,309673,330914,92,25,586218,0.90648,0.18234,IFITM3
338707,11,359779,392117,222,42,616433,1.1453,0.12604,B4GALNT4
11187,11,382599,414908,167,22,620647,0.6412100000000001,0.26069000000000003,PKP3
59307,11,395716,427454,120,33,615102,1.2346,0.1085,SIGIRR
338440,11,407930,452011,178,42,619243,2.1529,0.015665000000000002,ANO9
81490,11,438271,501399,339,39,610910,1.8002,0.035914,PTDSS2
6050,11,484512,517283,228,32,615735,1.8108,0.035082,RNH1
115399,11,509000,564916,438,46,616739,1.3285,0.092003,LRRC56
101059906,11,518484,542263,174,29,613202,1.0223,0.15332,LOC101059906
3265,11,522242,545561,174,29,610645,0.86203,0.19434,HRAS
256329,11,544850,570780,233,45,622632,1.1858,0.11784000000000001,LMNTD2
8045,11,549776,574025,210,39,623957,0.77469,0.21925999999999998,RASSF7
105376667,11,564016,587669,174,28,617311,-0.037627999999999995,0.5150100000000001,LOC105376667
57661,11,566220,622222,313,31,621431,-0.74225,0.77103,PHRF1
3665,11,602553,625999,140,27,621614,-1.7158,0.9569,IRF7
53841,11,606565,635067,164,29,616869,-1.8652,0.96893,CDHR5
6343,11,614989,637240,129,31,612306,-1.6385,0.94934,SCT
1815,11,627305,650706,143,37,614303,-1.42,0.92219,DRD4
10522,11,634220,705754,396,37,627493,-0.53486,0.70363,DEAF1
283232,11,685591,715028,159,34,625712,0.26337,0.39613000000000004,TMEM80
64787,11,696120,737727,215,55,610647,0.30133000000000004,0.38158000000000003,EPS8L2
6888,11,737432,775024,136,26,612214,-0.11207,0.54461,TALDO1
347862,11,757217,787501,142,33,616941,-0.16419,0.56521,PDDC1
105369190,11,769359,790898,108,28,616868,-0.10468,0.54168,LOC105369190
51286,11,777110,800126,104,35,601538,0.33108000000000004,0.37029,CEND1
79751,11,780475,808269,135,34,609776,0.15186,0.43965,SLC25A22
101927423,11,787511,809185,91,24,606865,0.54543,0.29273000000000005,PANO1
55367,11,789179,819501,128,31,603715,0.29901,0.38247,PIDD1
6181,11,799936,822876,100,23,611486,0.015043,0.494,RPLP2
57104,11,808891,835573,127,33,614628,-0.6594800000000001,0.74521,PNPLA2
283229,11,816144,841991,166,26,620769,-0.22254000000000002,0.58805,CRACR2B
977,11,822952,848835,159,22,621860,-0.0036490000000000003,0.50146,CD151
5441,11,829721,852529,134,16,618881,0.32305,0.37333,POLR2L
7106,11,832824,877116,212,33,607103,0.77098,0.22036,TSPAN4
66005,11,857859,925058,236,42,609191,1.0244,0.15283,CHID1
161,11,915809,1022245,499,34,617429,1.101,0.13545,AP2A2
4588,11,1002824,1046706,182,42,602293,0.72869,0.2331,MUC6
101927503,11,1029200,1065749,174,47,610427,1.3081,0.095417,LOC101927503
4583,11,1064875,1120508,303,43,608312,1.2702,0.102,MUC2
4586,11,1147953,1211138,173,36,619711,-0.037632,0.5150100000000001,MUC5AC
727897,11,1213065,1272176,440,42,587098,0.013215000000000001,0.49473,MUC5B
54472,11,1264368,1319662,262,43,623767,-0.00058636,0.5002300000000001,TOLLIP
9024,11,1379899,1472689,624,65,625526,0.66545,0.25288,BRSK2
81532,11,1459448,1496779,197,33,620736,1.3404,0.09006,MOB2
1850,11,1544051,1582831,168,22,624660,0.26694,0.39476,DUSP8
101927562,11,1544607,1566457,78,17,628600,0.58241,0.28015,LOC101927562
387264,11,1574342,1595283,106,19,623656,-0.14081,0.55599,KRTAP5-1
440021,11,1587177,1608294,106,20,629246,0.35349,0.36186,KRTAP5-2
387266,11,1597565,1618463,129,20,640134,0.096637,0.46151000000000003,KRTAP5-3
439915,11,1619803,1640930,187,30,636632,-1.4043,0.91989,KRTAP5-5
100505570,11,1677506,1699058,98,20,601840,-0.87425,0.80901,LOC100505570
440023,11,1687195,1707755,124,20,621435,0.75321,0.22566,KRTAP5-6
402778,11,1722410,1760594,185,29,621858,-0.26653000000000004,0.6050800000000001,IFITM10
1509,11,1742752,1773992,136,28,612166,-0.60464,0.72729,CTSD
90019,11,1817479,1847521,163,41,615718,0.54271,0.29366,SYT8
7136,11,1829003,1851680,124,52,606066,-0.039775,0.51586,TNNI2
4046,11,1842970,1902263,332,51,622475,0.55593,0.28913,LSP1
7140,11,1909562,1948706,162,46,625758,-0.66687,0.74757,TNNT3
6150,11,1937272,2024017,73,34,621759,-1.7672,0.9614,MRPL23
3481,11,2119112,2159603,173,35,620963,1.0445,0.14812,IGF2
723961,11,2119112,2171209,228,47,617764,0.8934799999999999,0.1858,INS-IGF2
3630,11,2149779,2171209,92,26,618999,0.07570299999999999,0.46983,INS
7054,11,2153929,2182137,158,32,613022,0.5552,0.28938,TH
430,11,2258498,2280952,163,30,627890,1.6529,0.049177,ASCL2
29125,11,2286277,2311913,196,31,625951,1.4637,0.071632,C11orf21
10077,11,2292013,2328201,231,29,635776,1.1067,0.13422,TSPAN32
975,11,2366177,2407419,234,25,600092,-0.096452,0.53842,CD81
10078,11,2390445,2413878,145,24,599523,-0.031248,0.51246,TSSC4
29850,11,2393952,2445017,267,53,612737,-0.045697,0.51822,TRPM5
3784,11,2434991,2859110,2093,228,625077,1.5272,0.063362,KCNQ1
1028,11,2873218,2895816,87,28,633703,-1.0270000000000001,0.8478,CDKN1C
5003,11,2877344,2913945,176,53,621784,0.044832,0.48212,SLC22A18AS
5002,11,2889721,2935246,218,61,618922,0.67723,0.24913000000000002,SLC22A18
7262,11,2918273,2939420,72,21,599999,1.1802,0.11895,PHLDA2
4676,11,2934430,3002377,342,34,631424,2.0276,0.0213,NAP1L4
833,11,2990922,3067451,328,28,632562,2.4502,0.007138899999999999,CARS
114879,11,3077115,3175352,651,93,630825,1.094,0.13699,OSBPL5
386746,11,3207944,3228813,132,26,632281,-1.1642,0.87782,MRGPRG
116534,11,3217811,3242386,175,32,638869,0.7114,0.23842,MRGPRE
7748,11,3347927,3389222,216,20,638979,-0.50078,0.6917399999999999,ZNF195
105376525,11,3427496,3457645,276,21,576572,0.8631200000000001,0.19403,LOC105376525
105376526,11,3463571,3488053,242,36,553493,1.1024,0.13515,LOC105376526
116969,11,3628506,3652316,186,43,589664,-1.5819999999999999,0.9431700000000001,ART5
417,11,3632234,3675075,302,40,604951,-1.6185,0.9472299999999999,ART1
57053,11,3655587,3683208,121,27,639821,-1.2709,0.8981100000000001,CHRNA10
4928,11,3665010,3807792,650,47,623746,-1.1164,0.8678799999999999,NUP98
27315,11,3787724,3836371,264,36,614323,-1.0274,0.84788,PGAP2
391,11,3816978,3850983,134,30,621154,-0.80825,0.7905300000000001,RHOG
6786,11,3845703,4103210,1026,44,617848,-0.58553,0.7209,STIM1
6240,11,4084561,4148881,289,23,633251,0.6149100000000001,0.26931,RRM1
143496,11,4357263,4378386,118,21,586435,-0.015791,0.5063,OR52B4
6737,11,4374897,4403712,206,26,622010,0.31668,0.37574,TRIM21
119774,11,4439295,4460361,148,34,628766,2.0824,0.018653,OR52K2
390036,11,4478879,4499908,103,21,624860,0.45678,0.32391,OR52K1
119772,11,4535191,4556144,258,24,610407,0.25427,0.39964,OR52M1
143501,11,4561423,4587820,280,41,610669,-0.46255,0.67816,C11orf40
143502,11,4576791,4597905,124,21,619481,-0.38666999999999996,0.6505,OR52I2
390037,11,4584039,4605013,129,24,621033,-0.86205,0.80567,OR52I1
55128,11,4588672,4618259,156,24,623331,-1.1634,0.87766,TRIM68
390038,11,4629715,4650838,171,29,629577,0.65792,0.25529,OR51D1
143503,11,4633926,4665488,255,27,644553,1.7737,0.038053,OR51E1
81285,11,4670171,4707846,227,44,635823,1.9506,0.025553,OR51E2
256892,11,4758979,4779917,175,15,649466,0.91109,0.18112,OR51F1
119695,11,4793433,4814380,163,15,643749,2.3347,0.0097792,OR52R1
119694,11,4811386,4832414,126,16,643854,0.30393000000000003,0.38059,OR51F2
119692,11,4838203,4869600,137,22,632645,0.68106,0.24791999999999997,OR51S1
401665,11,4871819,4892883,72,22,631358,1.1281,0.12964,OR51T1
119687,11,4897370,4918308,100,22,647828,2.2944,0.010884999999999999,OR51A7
81282,11,4904719,4925663,116,24,651536,2.1894,0.014286000000000002,OR51G2
79324,11,4913374,4934339,129,33,644469,1.2999,0.09681100000000001,OR51G1
401666,11,4936159,4957100,116,13,633897,-0.18445,0.57317,OR51A4
401667,11,4944772,4965713,87,14,630055,-0.29702,0.61678,OR51A2
56547,11,4978194,5002429,107,20,638988,1.1574,0.12355,MMP26
119682,11,4988983,5009930,111,18,645672,1.2521,0.10527,OR51L1
119679,11,5036526,5057461,215,10,649403,1.1818,0.11864000000000001,OR52J3
119678,11,5048650,5069627,200,14,640594,1.2197,0.11129000000000001,OR52E2
390054,11,5121692,5142642,61,19,638707,0.8200799999999999,0.20609,OR52A5
23538,11,5141431,5162369,65,21,582325,0.41268,0.33992,OR52A1
283111,11,5189735,5210700,166,22,640606,-0.7572,0.77553,OR51V1
3043,11,5215466,5237071,163,33,600992,-3.0356,0.9988,HBB
3045,11,5222829,5244628,131,28,623144,-2.4945,0.99369,HBD
3047,11,5238272,5259857,118,20,603726,-1.9202,0.9725799999999999,HBG1
3048,11,5243191,5264781,120,17,610406,-1.8083,0.96472,HBG2
3046,11,5258345,5291945,119,21,624568,-1.0854,0.86113,HBE1
79339,11,5291014,5311946,125,29,628092,1.2542,0.10489000000000001,OR51B4
79345,11,5313298,5334352,148,18,648507,1.5645,0.058852999999999996,OR51B2
282763,11,5330479,5515652,1664,56,610401,0.64768,0.25859,OR51B5
390058,11,5341508,5362446,268,15,597559,0.99045,0.16097999999999998,OR51B6
390059,11,5379377,5400434,225,21,632235,0.22307,0.41173999999999994,OR51M1
390061,11,5412111,5433206,221,25,595665,0.54599,0.29254,OR51Q1
390063,11,5430542,5451553,156,26,629800,-0.060714,0.5242100000000001,OR51I1
390064,11,5443408,5464477,171,26,629572,0.043667000000000004,0.48258,OR51I2
390066,11,5478685,5499749,115,22,613185,-0.1702,0.56757,OR52D1
50613,11,5497300,5519985,108,32,631080,0.38656999999999997,0.34954,UBQLN3
143630,11,5504393,5526726,122,29,627976,0.29403,0.38437,UBQLNL
101927763,11,5504393,5531635,152,30,632439,-0.028192000000000002,0.51125,LOC101927763
390067,11,5534561,5555523,154,13,648183,0.6738,0.25022,OR52H1
340980,11,5570877,5591884,185,22,634812,-2.1735,0.98513,OR52B6
85363,11,5580982,5695109,759,82,623521,1.5649,0.058797,TRIM5
117854,11,5586101,5622958,271,56,622324,-0.09011799999999999,0.5359,TRIM6
445372,11,5586635,5654398,429,77,624223,1.5386,0.061951,TRIM6-TRIM34
53840,11,5609944,5654398,239,43,624906,2.2487,0.012265,TRIM34
10346,11,5679587,5720863,332,39,635159,0.57719,0.28191,TRIM22
390072,11,5712259,5765958,363,33,637388,0.66622,0.25264000000000003,OR52N4
387748,11,5726448,5747538,128,18,640362,0.7679199999999999,0.22127,OR56B1
390075,11,5767634,5788667,6,2,666978,1.364,0.08628,OR52N5
79473,11,5777854,5798816,65,6,653054,1.5546,0.060021000000000005,OR52N1
390077,11,5798905,5831400,272,20,651608,1.4172,0.078216,OR52N2
390078,11,5830956,5851897,160,11,645483,-0.31333,0.6229899999999999,OR52E6
390079,11,5846749,5867702,149,13,631915,-0.09450800000000001,0.53765,OR52E8
390081,11,5870630,5895294,165,15,636565,0.51617,0.30287,OR52E4
390083,11,5937347,5958294,85,19,642348,-0.12699000000000002,0.55053,OR56A3
390084,11,5957553,5978494,101,17,627509,0.55694,0.28878000000000004,OR56A5
338751,11,5975892,5996985,84,29,650393,1.5573,0.0597,OR52L1
120793,11,5992051,6013148,138,23,636081,1.1668,0.12165,OR56A4
120796,11,6016671,6037741,95,21,632349,-1.1695,0.8789,OR56A1
196335,11,6097684,6118835,116,10,621475,1.3298,0.091794,OR56B4
255725,11,6159355,6180326,101,24,636791,0.5320600000000001,0.29734,OR52B2
120787,11,6189224,6210186,72,22,621816,1.5098,0.06554600000000001,OR52W1
160298,11,6195043,6241450,154,34,632737,1.1827,0.11846,C11orf42
84067,11,6201334,6244711,144,32,631023,1.1037,0.13487000000000002,FAM160A2
1262,11,6224774,6255924,95,29,629039,0.67195,0.25081,CNGA4
887,11,6249611,6282127,161,40,635093,1.3632,0.086413,CCKBR
112464,11,6308946,6330510,121,29,646291,1.7605,0.039162,PRKCDBP
6609,11,6380301,6404998,96,24,626891,0.82183,0.20559000000000002,SMPD1
322,11,6385124,6429472,154,48,623079,0.43388999999999994,0.33218000000000003,APBB1
3263,11,6421038,6451024,97,20,625082,-0.6208100000000001,0.73264,HPX
10612,11,6438613,6484459,138,38,626698,-1.5367,0.93781,TRIM3
23647,11,6464683,6491479,80,20,630316,-1.1059,0.8656200000000001,ARFIP2
26515,11,6471447,6494681,73,18,632389,-0.9336399999999999,0.82475,TIMM10B
144132,11,6487296,6582025,381,58,630010,-1.261,0.8963399999999999,DNHD1
23378,11,6504830,6613678,435,74,634537,-1.065,0.85656,RRP8
3611,11,6593708,6620874,115,31,640675,-0.72693,0.76636,ILK
6881,11,6600817,6622244,94,24,637995,-0.54866,0.70838,TAF10
1200,11,6602766,6629461,102,23,636658,-1.2361,0.8917799999999999,TPP1
8642,11,6611324,6665849,190,50,633610,1.0232,0.15311,DCHS1
63875,11,6670385,6693401,117,19,617893,0.089071,0.46451000000000003,MRPL17
105376531,11,6723720,6756480,163,24,624832,-2.5225,0.9941700000000001,LOC105376531
338755,11,6757345,6936426,1154,48,622075,-1.9966,0.9770700000000001,OR2AG2
144125,11,6775017,6796014,123,18,621406,-2.2415,0.9875,OR2AG1
8590,11,6784525,6805908,95,17,629328,-2.9578,0.99845,OR6A2
144124,11,6835683,6856636,158,11,633149,-1.1777,0.8805299999999999,OR10A5
341276,11,6859755,6880666,173,18,618083,-1.683,0.95381,OR10A2
283297,11,6866625,6887619,136,17,614194,-1.8279,0.9662200000000001,OR10A4
120776,11,6881574,6902500,107,26,629489,-1.3868,0.91725,OR2D2
120775,11,6911002,6931994,125,14,643604,-0.41335,0.66032,OR2D3
7762,11,6916418,7015354,500,57,614091,1.7205,0.042672,ZNF215
7761,11,6986613,7030376,205,28,626783,2.2497,0.012234,ZNF214
338323,11,7010446,7099025,520,26,630788,1.9802,0.023839,NLRP14
27288,11,7078934,7101148,144,24,636292,2.7203,0.0032615,RBMXL2
143425,11,7228796,7479045,1362,122,634286,0.26619,0.39505,SYT9
283298,11,7475369,7521897,260,32,633263,0.45116000000000006,0.32594,OLFML1
8495,11,7503765,7677344,1026,100,629601,-0.16155999999999998,0.56417,PPFIBP2
51700,11,7655095,7684341,220,32,610660,-0.78247,0.78303,CYB5R2
341277,11,7668692,7716454,300,51,635092,-1.0736,0.8585,OVCH2
120065,11,7785974,7806942,125,24,593269,0.19622,0.42222,OR5P2
120066,11,7815037,7835972,176,19,635227,0.15083,0.44006000000000006,OR5P3
390093,11,7917718,7938662,140,19,606859,4.0598,2.456e-05,OR10A6
26496,11,7928576,7949520,122,19,643784,3.6251,0.00014439999999999999,OR10A3
338322,11,7949023,7975424,104,24,640230,4.2763,9.501900000000001e-06,NLRP10
8665,11,7977320,8006171,159,37,634364,2.4052,0.0080824,EIF3F
7275,11,8009180,8116241,502,86,628745,1.235,0.10842,TUB
79608,11,8082965,8179083,502,55,627856,1.7184,0.042858,RIC3
4004,11,8214304,8278635,355,63,637982,0.78272,0.21689,LMO1
65975,11,8381866,8604289,999,40,628427,5.0929,1.7629999999999998e-07,STK33
9866,11,8602037,8692703,356,40,628181,5.8759,2.1026999999999998e-09,TRIM66
6157,11,8672448,8699872,116,32,631028,2.3114,0.010406,RPL27A
6764,11,8683352,8920951,962,65,629851,0.29065,0.38566,ST5
56672,11,8901118,8930079,131,20,631778,0.35656,0.36071,AKIP1
56673,11,8910076,8943006,173,21,631339,0.18974000000000002,0.42476,C11orf16
56676,11,8927572,8953033,138,20,627343,0.12399,0.45066000000000006,ASCL3
56674,11,8937201,8975011,170,23,630952,-0.2799,0.61022,TMEM9B
56675,11,8970576,9014049,165,27,621345,-0.33393,0.63078,NRIP3
57758,11,9009500,9101603,354,65,635693,0.54384,0.29328000000000004,SCUBE2
