Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
R30.2 Expression of placenta,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,198,213415,0.948475274021519,-1.00481914039318,,,categorical-41210-both_sexes-R302-
H44.4 Examination of rectum under anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1094,393747,0.948509027161136,-1.0021911452956,,,categorical-41210-both_sexes-H444-
Z27.3 Pylorus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1935,392906,0.948523520480396,-1.00232471828562,,,categorical-41210-both_sexes-Z273-
E21 Hyperparathyroidism and other disorders of parathyroid gland,130722,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,1373,393468,0.948571771944453,-1.00256766549789,,,icd_first_occurrence-130722-both_sexes--
H56.2 Lateral sphincterotomy of anus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,564,394277,0.948653823536365,-1.00221663333203,,,categorical-41200-both_sexes-H562-
T24.3 Repair of umbilical hernia using sutures,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1201,393640,0.948702136258362,-1.00294467502145,,,categorical-41200-both_sexes-T243-
S57.1 Debridement of skin NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1233,393608,0.948704323830042,-1.0021610587623,,,categorical-41200-both_sexes-S571-
B27.9 Unspecified total excision of breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,763,212850,0.948740271121392,-1.00267785935147,,,categorical-41200-both_sexes-B279-
Sinus surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1347,393436,0.948774836083507,-1.00214443243827,,,categorical-20004-both_sexes-1558-
X33.2 Intravenous blood transfusion of packed cells,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1381,393460,0.948816689929737,-1.00219504652768,,,categorical-41200-both_sexes-X332-
Nasal polyps,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1751,393032,0.948853564116008,-1.00262844541383,,,categorical-20002-both_sexes-1417-
Z49.5 Skin of buttock,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,791,394050,0.948867584240588,-1.00279175982861,,,categorical-41210-both_sexes-Z495-
M45.1 Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2072,392769,0.948919799839947,-1.00213325329632,,,categorical-41200-both_sexes-M451-
B28.4 Re-excision of breast margins,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,607,213006,0.94911244041343,-1.00219639090974,,,categorical-41200-both_sexes-B284-
Z66.8 Specified vertebra NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1123,393718,0.949171600432574,-1.00213278167684,,,categorical-41210-both_sexes-Z668-
G99 Other disorders of nervous system in diseases classified elsewhere,131126,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1298,393543,0.949192986325941,-1.00286999091234,,,icd_first_occurrence-131126-both_sexes--
H02.9 Unspecified other excision of appendix,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,581,394260,0.949204968140461,-1.00215787339093,,,categorical-41200-both_sexes-H029-
A55.9 Unspecified diagnostic spinal puncture,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,928,393913,0.949236901911338,-1.00290110578114,,,categorical-41210-both_sexes-A559-
H80 Otosclerosis,131250,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,837,394004,0.949264158045431,-1.00323962588922,,,icd_first_occurrence-131250-both_sexes--
H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1306,393535,0.949329618299309,-1.00209994678213,,,categorical-41210-both_sexes-H289-
Tegretol 100mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,858,393925,0.949356341919169,-1.00215924239399,,,categorical-20003-both_sexes-1140872072-
W08.3 Excision of excrescence of bone,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,679,394162,0.949444620693099,-1.00214406472434,,,categorical-41200-both_sexes-W083-
U21.1 Magnetic resonance imaging NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1096,393745,0.949529620305493,-1.00209926486277,,,categorical-41210-both_sexes-U211-
M29.3 Endoscopic removal of tubal prosthesis from ureter,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1147,393694,0.94954959281705,-1.0026073565436,,,categorical-41200-both_sexes-M293-
M47.3 Removal of urethral catheter from bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1659,393182,0.94962383619776,-1.00234379733649,,,categorical-41210-both_sexes-M473-
I60 Subarachnoid haemorrhage,131360,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1224,393617,0.949631627337068,-1.00229076589397,,,icd_first_occurrence-131360-both_sexes--
N19 Unspecified renal failure,132034,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2345,392496,0.949695781864655,-1.00234314419379,,,icd_first_occurrence-132034-both_sexes--
CAD custom,CAD_custom,categorical,,Health-related outcomes > Cardiac/Metabolism,,13168,363361,0.949725309172848,-0.96771846529707,,,categorical-CAD_custom-both_sexes--custom
Z50.2 Skin of hand,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1891,392950,0.949800905132903,-1.0020830412942,,,categorical-41210-both_sexes-Z502-
M18 Arthrosis of first carpometacarpal joint,131874,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1696,393145,0.949862395991602,-1.00280762103551,,,icd_first_occurrence-131874-both_sexes--
T59.2 Excision of ganglion of hand NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,933,393908,0.949895498914535,-1.00257480701419,,,categorical-41200-both_sexes-T592-
Y03.7 Removal of prosthesis from organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1334,393507,0.949902534277264,-1.00205536256484,,,categorical-41210-both_sexes-Y037-
Fluticasone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1735,393048,0.949915210107066,-1.00265970939608,,,categorical-20003-both_sexes-1140888098-
K75 Other inflammatory liver diseases,131668,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1568,393273,0.949938733597631,-1.00251665513659,,,icd_first_occurrence-131668-both_sexes--
Arthritis (nos),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3098,391685,0.949983541504101,-1.00239436631731,,,categorical-20002-both_sexes-1538-
Fracture lower leg / ankle,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1592,393191,0.949991981301228,-1.00221261212837,,,categorical-20002-both_sexes-1651-
Ischemic stroke custom,Ischemic_stroke_custom,categorical,,,,4847,384479,0.950059684466009,-1.00219008067784,,,categorical-Ischemic_stroke_custom-both_sexes--custom
Hernia surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2563,392220,0.950061215412029,-1.00240829446181,,,categorical-20004-both_sexes-1402-
Prozac 20mg capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,525,394258,0.950096063096638,-1.00285249676011,,,categorical-20003-both_sexes-1140867876-
Z96.6 Uterine artery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,112,213501,0.950226525229003,-1.00237249583523,,,categorical-41210-both_sexes-Z966-
H20.6 Fibreoptic endoscopic resection of lesion of colon NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3690,391151,0.950275058694644,-1.00221699651071,,,categorical-41200-both_sexes-H206-
M47.3 Removal of urethral catheter from bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2985,391856,0.950292104893888,-1.00233730341555,,,categorical-41200-both_sexes-M473-
L27 Dermatitis due to substances taken internally,131734,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,800,394041,0.950316797792369,-1.00242152363101,,,icd_first_occurrence-131734-both_sexes--
Q76 Congenital malformations of spine and bony thorax,132562,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,582,394259,0.950342115411536,-1.00217790813838,,,icd_first_occurrence-132562-both_sexes--
D15.1 Myringotomy with insertion of ventilation tube through tympanic membrane,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1382,393459,0.950359230450626,-1.00201502403432,,,categorical-41200-both_sexes-D151-
F60 Specific personality disorders,130932,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,520,394321,0.95042468371695,-1.00302714649921,,,icd_first_occurrence-130932-both_sexes--
D62 Acute posthaemorrhagic anaemia,130644,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,289,394552,0.950426214988072,-1.00366061904732,,,icd_first_occurrence-130644-both_sexes--
Removal of benign skin lesion,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,651,394132,0.950479369116868,-1.00209942282517,,,categorical-20004-both_sexes-1594-
Y05.5 Debridement of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,870,393971,0.950480280793659,-1.00238789491171,,,categorical-41210-both_sexes-Y055-
V55.9 Unspecified levels of spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,693,394148,0.950552721200662,-1.00231306012783,,,categorical-41210-both_sexes-V559-
X70.8 Other specified procurement of drugs for chemotherapy for neoplasm in Bands 1-5,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,872,393969,0.950588102357375,-1.00274593252763,,,categorical-41200-both_sexes-X708-
M93 Other osteochondropathies,131988,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,663,394178,0.950624547657785,-0.999107647371145,,,icd_first_occurrence-131988-both_sexes--
I63 Cerebral infarction,131366,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,4602,390239,0.950681645131109,-1.00212370420942,,,icd_first_occurrence-131366-both_sexes--
Flixotide 25micrograms inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,658,394125,0.950784949737029,-1.00204333612964,,,categorical-20003-both_sexes-1140864286-
Q23.5 Unilateral oophorectomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,284,213329,0.950839667726329,-1.00208710147343,,,categorical-41200-both_sexes-Q235-
Pregabalin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,819,393964,0.950865064550949,-1.0027572126536,,,categorical-20003-both_sexes-1141200004-
Subarachnoid hemorrhage custom,Subarachnoid_hemorrhage_custom,categorical,,,,1142,384479,0.951209963558364,-1.0021289424099,,,categorical-Subarachnoid_hemorrhage_custom-both_sexes--custom
Vitamin b6 preparation,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,399,213189,0.951223371912034,-1.00202105669143,,,categorical-20003-both_sexes-1140909874-
Bisoprolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,5851,388932,0.951238135234056,-1.00220638642973,,,categorical-20003-both_sexes-1140879760-
Percutaneous/open kidney stone surgery/lithotripsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2238,392545,0.951251610756223,-1.0026279262399,,,categorical-20004-both_sexes-1197-
Y71.4 Failed minimal access approach converted to open,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1138,393703,0.951278345903836,-1.00212954749123,,,categorical-41210-both_sexes-Y714-
Blistering/desquamating skin disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,613,394170,0.951455525962066,-1.00243444979558,,,categorical-20002-both_sexes-1454-
ColorectalCancer custom,ColorectalCancer_custom,categorical,,Health-related outcomes > Cancer,,7006,303530,0.951475374589289,-0.991795683321144,,,categorical-ColorectalCancer_custom-both_sexes--custom
Bricanyl 250mcg inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,895,393888,0.951504321385257,-1.00193747624922,,,categorical-20003-both_sexes-1140862168-
Type 2 diabetes,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2503,392280,0.951539502678727,-1.00237775181374,,,categorical-20002-both_sexes-1223-
B37.1 Aspiration of lesion of breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,364,213249,0.951563244476283,-1.00200500062479,,,categorical-41200-both_sexes-B371-
C79.2 Vitrectomy using pars plana approach,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2645,392196,0.951648551843802,-1.0024363215866,,,categorical-41200-both_sexes-C792-
B30.1 Insertion of prosthesis for breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,315,213298,0.951732029853275,-1.00201901074312,,,categorical-41200-both_sexes-B301-
Y52.8 Other specified approach to organ through other opening,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1356,393485,0.951768659052832,-1.00220180208273,,,categorical-41210-both_sexes-Y528-
S06.5 Excision of lesion of skin of head or neck NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1469,393372,0.951769158912685,-1.00191018184244,,,categorical-41210-both_sexes-S065-
Nephrectomy/kidney removed,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1429,393354,0.951772761952295,-1.00192978653808,,,categorical-20004-both_sexes-1487-
W15.1 Osteotomy of neck of first metatarsal bone,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,947,212666,0.95181523348051,-1.00267918203893,,,categorical-41200-both_sexes-W151-
Z47.5 Skin of chin,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,775,394066,0.951865676652088,-1.00191316482423,,,categorical-41210-both_sexes-Z475-
Vitamin d product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1049,393734,0.95187339724673,-1.00216415395186,,,categorical-20003-both_sexes-1140870954-
Q35.2 Endoscopic bilateral clipping of fallopian tubes,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,220,213393,0.951876027334142,-1.00242997059072,,,categorical-41210-both_sexes-Q352-
X36.9 Unspecified blood withdrawal,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,478,394363,0.951908079319323,-1.0035805449959,,,categorical-41210-both_sexes-X369-
B08.1 Total thyroidectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,504,394337,0.951912878967846,-1.00265671376186,,,categorical-41200-both_sexes-B081-
Z78.7 Patella,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1328,393513,0.951961802510224,-1.00023138416152,,,categorical-41210-both_sexes-Z787-
L05 Pilonidal cyst,131706,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1219,393622,0.95201292478061,-1.00283682301207,,,icd_first_occurrence-131706-both_sexes--
Y58.8 Other specified harvest of skin for graft,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1774,393067,0.952022246477717,-1.00203842272184,,,categorical-41210-both_sexes-Y588-
L91.4 Removal of central venous catheter,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,896,393945,0.952114596433552,-1.00271567441618,,,categorical-41200-both_sexes-L914-
Platelet count,30080,continuous,,Biological samples > Assay results > Blood assays > Blood count,,383466,,0.952143935703647,-0.039300455021549,,,continuous-30080-both_sexes--irnt
Q65 Congenital deformities of hip,132540,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,238,394603,0.95216341551247,-1.00206318990054,,,icd_first_occurrence-132540-both_sexes--
Seroxat 20mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,522,394261,0.952239055535099,-1.00260876682194,,,categorical-20003-both_sexes-1140882236-
A60 Anogenital herpesviral [herpes simplex] infections,130104,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,350,394491,0.952266138783162,-1.00268306380621,,,icd_first_occurrence-130104-both_sexes--
H44.4 Examination of rectum under anaesthetic,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,703,394138,0.952285574438032,-1.00264514400396,,,categorical-41200-both_sexes-H444-
L91.2 Insertion of central venous catheter NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1719,393122,0.952306542645825,-1.00188784558676,,,categorical-41210-both_sexes-L912-
G95 Other diseases of spinal cord,131118,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1205,393636,0.952314640186427,-1.00277879806732,,,icd_first_occurrence-131118-both_sexes--
Y11.1 Cauterisation of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,663,394178,0.952314935680152,-1.0030643866573,,,categorical-41210-both_sexes-Y111-
D72 Other disorders of white blood cells,130664,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,784,394057,0.95233340319157,-1.00194401375437,,,icd_first_occurrence-130664-both_sexes--
T67.6 Primary simple repair of tendon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1502,393339,0.952343669291538,-1.00187135597466,,,categorical-41200-both_sexes-T676-
Infectious mononucleosis / glandular fever / epstein barr virus (ebv),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,494,394289,0.952422458925295,-1.00254414875482,,,categorical-20002-both_sexes-1567-
J37.2 Operative cholangiography through cystic duct,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,611,394230,0.952440829144526,-1.00245165666482,,,categorical-41210-both_sexes-J372-
Y65.8 Other specified harvest of tendon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,460,394381,0.952463918800433,-1.00354701737025,,,categorical-41210-both_sexes-Y658-
Hand/finger surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1772,393011,0.952466921384909,-1.00183880456614,,,categorical-20004-both_sexes-1534-
Lamotrigine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,480,394303,0.952553581910481,-1.00191302776111,,,categorical-20003-both_sexes-1140872290-
Y71.2 Secondary operations NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,936,393905,0.95276088112895,-1.00186148067309,,,categorical-41210-both_sexes-Y712-
Bone disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,884,393899,0.952772924443895,-1.00184772131774,,,categorical-20002-both_sexes-1293-
X72.9 Unspecified delivery of chemotherapy for neoplasm,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,800,394041,0.952796023233736,-1.00254294030123,,,categorical-41210-both_sexes-X729-
Y11.3 Curettage of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,360,394481,0.95279711213844,-1.00247497705914,,,categorical-41210-both_sexes-Y113-
Mumps / epidemic parotitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,849,393934,0.952814719813381,-1.00202602164754,,,categorical-20002-both_sexes-1569-
V29.4 Primary anterior excision of cervical intervertebral disc and interbody fusion of joint of cervical spine,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,641,394200,0.952816543784568,-1.0027373240926,,,categorical-41200-both_sexes-V294-
J47 Bronchiectasis,131498,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3282,391559,0.952831365116623,-1.00218986745465,,,icd_first_occurrence-131498-both_sexes--
W82.2 Endoscopic resection of semilunar cartilage NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,740,394101,0.952961449690049,-1.0023118942,,,categorical-41210-both_sexes-W822-
Carbimazole,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,323,394460,0.952973171784387,-0.99574812325694,,,categorical-20003-both_sexes-1140874866-
X70.1 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 1,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,865,393976,0.952989122066588,-1.00188239029402,,,categorical-41200-both_sexes-X701-
L63 Alopecia areata,131778,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,681,394160,0.953036508228387,-1.00323503479986,,,icd_first_occurrence-131778-both_sexes--
F81 Specific developmental disorders of scholastic skills,130964,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,266,394575,0.953196846348297,-1.00194726680488,,,icd_first_occurrence-130964-both_sexes--
Other thoracic surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1220,393563,0.953205967078811,-1.001800165341,,,categorical-20004-both_sexes-1447-
Vascular/heart problems diagnosed by doctor,6150,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,9308,384687,0.953257839765566,-0.96706969796736,,,categorical-6150-both_sexes-1-
I31 Other diseases of pericardium,131316,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1656,393185,0.953263898742366,-1.00213133479901,,,icd_first_occurrence-131316-both_sexes--
I87 Other disorders of veins,131410,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1094,393747,0.953298880933849,-1.00209406736238,,,icd_first_occurrence-131410-both_sexes--
Migraleve tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,529,394254,0.953335717635237,-1.00338429197371,,,categorical-20003-both_sexes-1141168554-
all cause cirrhosis custom,all_cause_cirrhosis_custom,categorical,,Health-related outcomes > Hepatobiliary,,2360,385485,0.953386303236973,-1.002343196027,,,categorical-all_cause_cirrhosis_custom-both_sexes--custom
"Meniere's disease",20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1145,393638,0.953387305282259,-1.00218144371122,,,categorical-20002-both_sexes-1421-
Candesartan cilexetil,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4245,390538,0.953416972814845,-1.00218276968195,,,categorical-20003-both_sexes-1141156836-
C18 Malignant neoplasm of colon,C18,icd10,,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C18 Malignant neoplasm of colon,,2901,391940,0.953424282279117,-1.0022684650373,,,icd10-C18-both_sexes--
E04.1 Submucous diathermy to turbinate of nose,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1131,393710,0.953456696621035,-1.00177921621083,,,categorical-41210-both_sexes-E041-
G83 Other paralytic syndromes,131106,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,881,393960,0.95353107870275,-1.00191264910724,,,icd_first_occurrence-131106-both_sexes--
Z90.5 Foot NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,933,393908,0.95356703449507,-1.00196093469214,,,categorical-41210-both_sexes-Z905-
Y03.1 Maintenance of prosthesis in organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,560,394281,0.953586699268138,-1.00183657845838,,,categorical-41210-both_sexes-Y031-
Escitalopram,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,697,394086,0.953620076434676,-1.00179345901343,,,categorical-20003-both_sexes-1141180212-
E80 Disorders of porphyrin and bilirubin metabolism,130818,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,1248,393593,0.953635881535524,-0.983951764247403,,,icd_first_occurrence-130818-both_sexes--
G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1523,393318,0.953661245460258,-1.00182921962533,,,categorical-41210-both_sexes-G459-
Azathioprine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,790,393993,0.953684496621287,-1.00178341108012,,,categorical-20003-both_sexes-1140869930-
Incisional hernia repair,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1516,393267,0.953741617305234,-1.00202130438237,,,categorical-20004-both_sexes-1405-
Y44.2 Monitoring of pressure in organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1716,393125,0.953769523734461,-1.0020436298217,,,categorical-41210-both_sexes-Y442-
"J96 Respiratory failure, not elsewhere classified",131546,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,2932,391909,0.953788405554626,-1.00196365954338,,,icd_first_occurrence-131546-both_sexes--
L56 Other acute skin changes due to ultraviolet radiation,131766,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,512,394329,0.953795879388062,-1.00180472933174,,,icd_first_occurrence-131766-both_sexes--
H52.4 Rubber band ligation of haemorrhoid,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1014,393827,0.953824297024364,-1.00189483905883,,,categorical-41210-both_sexes-H524-
F09.4 Surgical removal of tooth NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,293,394548,0.95398332380164,-1.00213642357852,,,categorical-41210-both_sexes-F094-
T46.3 Irrigation of peritoneal cavity,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,917,393924,0.95399618347489,-1.00240670295151,,,categorical-41210-both_sexes-T463-
J13.2 Percutaneous biopsy of lesion of liver NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1576,393265,0.95405287808117,-1.00192039372657,,,categorical-41200-both_sexes-J132-
Other urological surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1035,393748,0.954072774444069,-1.0017519624533,,,categorical-20004-both_sexes-1219-
Q55.2 Examination of female genital tract under anaesthetic NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,894,212719,0.954080120412861,-1.00220854766424,,,categorical-41210-both_sexes-Q552-
X71.1 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 6,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1108,393733,0.954094602365802,-1.00189862385755,,,categorical-41200-both_sexes-X711-
E36.9 Unspecified diagnostic endoscopic examination of larynx,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1293,393548,0.954101764728781,-1.00191572861821,,,categorical-41200-both_sexes-E369-
S06.3 Shave excision of lesion of skin of head or neck,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,663,394178,0.954109558475241,-1.00176035225896,,,categorical-41200-both_sexes-S063-
H05 Disorders of orbit,131138,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,817,394024,0.954110127439465,-1.00211342254024,,,icd_first_occurrence-131138-both_sexes--
J13 Pneumonia due to streptococcus pneumoniae,131446,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,702,394139,0.954160122661486,-1.0019001658822,,,icd_first_occurrence-131446-both_sexes--
Y53.3 Approach to organ under computed tomography scan control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2242,392599,0.954188595837233,-1.00202644125878,,,categorical-41210-both_sexes-Y533-
Z47.8 Specified skin of face NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1022,393819,0.954190003523075,-1.00174816563019,,,categorical-41210-both_sexes-Z478-
Q03.9 Unspecified biopsy of cervix uteri,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,294,213319,0.954191970757852,-1.0018255929211,,,categorical-41210-both_sexes-Q039-
Losartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3556,391227,0.954212728136078,-1.00226315112557,,,categorical-20003-both_sexes-1140916356-
