	SYMBOL	P	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT
7299	TNS3	0.10642	7	47275144	47582553	1351	145	117241	1.2458
7300	C7orf65	0.36538	7	47655244	47661648	112	22	117241	0.34412
7301	PKD1L1	0.2485	7	47774652	47964635	1167	80	117241	0.67922
7302	C7orf69	0.54032	7	47795291	47819847	303	27	117241	-0.10125
7303	HUS1	0.75477	7	47963288	47979625	126	21	117241	-0.68957
7304	SUN3	0.57437	7	47987148	48029127	234	24	117241	-0.18751
7305	C7orf57	0.64975	7	48035511	48061297	142	18	117241	-0.38465
7306	UPP1	0.089648	7	48088603	48108733	183	32	117241	1.3429
7307	ABCA13	0.14947	7	48171448	48647497	2503	101	117241	1.0387
7308	LOC105375274	0.20883	7	48847489	48851619	98	19	117241	0.8105
7309	VWC2	0.30747	7	49773661	49921950	581	80	117241	0.50304
7310	ZPBP	0.59176	7	49850322	50093264	910	51	117241	-0.23207
7311	C7orf72	0.077886	7	50095861	50159256	365	20	117241	1.4194
7312	IKZF1	0.066375	7	50303465	50405101	302	50	117241	1.5033
7313	FIGNL1	0.021828	7	50444129	50450390	110	22	117241	2.0174
7314	DDC	0.029028	7	50458436	50565457	703	45	117241	1.8953
7315	GRB10	7.7607e-08	7	50590063	50793462	1098	59	117241	5.2463
7316	COBL	0.37669	7	51016212	51316818	1163	94	117241	0.31419
7317	LOC101928675	0.33788	7	51386082	51387506	76	15	117241	0.41825
7318	POM121L12	0.82342	7	53035656	53036925	124	23	117241	-0.92848
7319	VSTM2A	0.44151	7	54542325	54571080	394	20	117241	0.14714
7320	SEC61G	0.88331	7	54752247	54759246	164	24	117241	-1.1917
7321	EGFR	0.27271	7	55019032	55207338	923	90	117241	0.60465
7322	LANCL2	0.23275	7	55365448	55433742	459	25	117241	0.72981
7323	VOPP1	0.21774	7	55434406	55573355	801	31	117241	0.77984
7324	LOC101060341	0.53817	7	55746453	55750700	126	23	117241	-0.095836
7325	SEPT14	0.0002034	7	55793544	55862789	450	39	117241	3.5356
7326	ZNF713	0.00013113	7	55887277	55942225	324	38	117241	3.65
7327	MRPS17	0.0026478	7	55951918	55955341	73	24	117241	2.7885
7328	GBAS	0.017823	7	55964577	56000182	213	36	117241	2.1009
7329	PSPH	0.0057122	7	56010363	56051604	234	39	117241	2.5294
7330	CCT6A	0.0031347	7	56051685	56063989	129	28	117241	2.7333
7331	SUMF2	0.0040068	7	56064007	56080672	135	28	117241	2.6515
7332	PHKG1	0.0065538	7	56080283	56093396	119	26	117241	2.4808
7333	CHCHD2	0.0054678	7	56101573	56106494	76	20	117241	2.5447
7334	NUPR1L	0.00069373	7	56114681	56116397	76	20	117241	3.1972
7335	LOC101928468	0.73624	7	56813396	56814205	120	9	117241	-0.63179
7336	LOC101928587	0.8673	7	56826850	56827843	115	11	117241	-1.1137
7337	LOC100287294	0.49343	7	56936027	56945473	66	11	117241	0.016461
7338	ZNF479	0.049775	7	57119574	57142003	9	6	117241	1.647
7339	LOC105375297	0.41063	7	57209802	57222887	138	12	117241	0.22593
7340	ZNF716	0.27582	7	57450177	57473559	123	14	117241	0.59531
7341	LOC105375302	0.14686	7	57770209	57840981	202	13	117241	1.05
7342	LOC402269	0.035773	7	63632667	63640929	160	16	117241	1.802
7343	LOC100996414	0.53416	7	63754798	63755530	152	22	117241	-0.085733
7344	LOC100996365	0.5822	7	63756809	63757407	157	22	117241	-0.20753
7345	LOC102724777	0.57886	7	63763951	63764555	157	22	117241	-0.19898
7346	LOC105375316	0.68846	7	63765655	63767001	153	23	117241	-0.49149
7347	ZNF727	0.59085	7	64044801	64085184	206	32	117241	-0.22974
7348	ZNF735	0.01342	7	64207203	64220290	144	32	117241	2.2138
7349	ZNF679	0.0075885	7	64228474	64266931	253	25	117241	2.4281
7350	ZNF736	0.0018003	7	64313873	64356634	279	15	117241	2.9112
7351	ZNF680	0.00048155	7	64501290	64563127	312	15	117241	3.3011
7352	ZNF107	0.00050085	7	64666083	64711582	205	15	117241	3.29
7353	ZNF138	0.010346	7	64794388	64853800	220	30	117241	2.3136
7354	ZNF273	0.0031997	7	64870177	64932239	483	23	117241	2.7266
7355	LOC441239	0.00086039	7	64887751	64890100	169	14	117241	3.1346
7356	ZNF117	0.0034361	7	64974452	64991036	84	13	117241	2.703
7357	ERV3-1	0.058532	7	64990355	65006746	25	9	117241	1.5672
7358	ZNF92	0.16426	7	65373799	65401135	132	19	117241	0.97708
7359	LOC101929322	0.0138	7	65499303	65555350	274	26	117241	2.2029
7360	VKORC1L1	0.025778	7	65836336	65959563	521	27	117241	1.9468
7361	GUSB	0.022978	7	65960684	65982314	163	23	117241	1.9958
7362	ASL	0.05466	7	66075789	66093343	164	21	117241	1.6013
7363	CRCP	0.020368	7	66114818	66154568	288	25	117241	2.0462
7364	TPST1	0.043376	7	66205272	66360451	698	33	117241	1.7128
7365	KCTD7	0.18345	7	66628881	66643229	324	8	117241	0.90228
7366	RABGEF1	0.42741	7	66682091	66811464	851	39	117241	0.18297
7367	TMEM248	0.17296	7	66921216	66958551	249	40	117241	0.94254
7368	SBDS	0.32481	7	66987703	66995601	170	36	117241	0.45428
7369	TYW1	0.36663	7	66996805	67239520	1484	84	117241	0.3408
7370	AUTS2	0.024201	7	69598475	70793068	5139	272	117241	1.9738
7371	WBSCR17	0.22436	7	71132414	71713601	2623	136	117241	0.75755
7372	CALN1	0.61369	7	71779491	72447151	2080	94	117241	-0.28894
7373	TYW1B	0.023624	7	72574507	72828234	445	42	117241	1.9841
7374	POM121	0.087512	7	72879335	72951440	252	30	117241	1.3562
7375	TRIM74	0.025181	7	72954849	72969681	105	20	117241	1.9569
7376	SPDYE11	0.20921	7	73049244	73057172	129	29	117241	0.80918
7377	NSUN5	0.0019992	7	73302516	73308867	64	28	117241	2.8783
7378	TRIM50	0.12639	7	73312472	73328279	103	24	117241	1.1436
7379	FKBP6	0.21534	7	73328152	73358637	146	31	117241	0.78801
7380	FZD9	0.50957	7	73433779	73436120	102	20	117241	-0.023987
7381	BAZ1B	0.054955	7	73440398	73522298	331	57	117241	1.5986
7382	BCL7B	0.20134	7	73536353	73557735	154	23	117241	0.83683
7383	TBL2	0.63109	7	73568944	73578683	103	13	117241	-0.33475
7384	MLXIPL	0.24281	7	73593194	73624540	109	36	117241	0.69728
7385	VPS37D	0.72897	7	73667844	73672110	71	21	117241	-0.60971
7386	DNAJC30	0.84114	7	73680918	73683451	60	19	117241	-0.99917
7387	WBSCR22	0.6983	7	73683566	73698221	119	22	117241	-0.51951
7388	STX1A	0.70379	7	73699205	73719702	164	27	117241	-0.53533
7389	ABHD11	0.51886	7	73736094	73738885	67	10	117241	-0.047285
7390	CLDN3	0.4993	7	73768997	73770270	66	10	117241	0.0017551
7391	CLDN4	0.3236	7	73830863	73832693	65	8	117241	0.45766
7392	WBSCR27	0.33241	7	73834590	73842525	96	16	117241	0.43328
7393	WBSCR28	0.31014	7	73861159	73865894	84	21	117241	0.49546
7394	ELN	0.13525	7	74027772	74069907	151	40	117241	1.1019
7395	LIMK1	0.066845	7	74083777	74122525	138	29	117241	1.4997
7396	EIF4H	0.031024	7	74174376	74197101	32	9	117241	1.866
7397	LAT2	0.015171	7	74209392	74229834	41	7	117241	2.1656
7398	RFC2	0.029429	7	74231485	74254458	38	8	117241	1.8893
7399	CLIP2	0.0086031	7	74289475	74405943	138	16	117241	2.3823
7400	GTF2IRD1	0.29826	7	74453790	74602605	65	15	117241	0.5294
7401	GTF2I	0.70095	7	74657665	74760692	1	1	117241	-0.52714
7402	NCF1	0.70095	7	74773962	74789376	1	1	117241	-0.52714
7403	GTF2IRD2	0.88425	7	74796144	74851792	1	1	117241	-1.1965
7404	GATSL2	0.088571	7	74964818	75031532	10	5	117241	1.3496
7405	WBSCR16	0.060602	7	75027119	75073881	136	26	117241	1.5497
7406	GTF2IRD2B	0.082057	7	75092396	75149817	260	29	117241	1.3914
7407	TRIM73	0.77785	7	75395629	75405613	184	22	117241	-0.76496
7408	POM121C	0.90899	7	75416781	75486288	547	49	117241	-1.3346
7409	SPDYE5	0.31944	7	75493182	75504304	117	38	117241	0.46926
7410	HIP1	0.32677	7	75533298	75738972	843	62	117241	0.44884
7411	CCL26	0.3938	7	75769524	75789746	158	20	117241	0.26944
7412	CCL24	0.40391	7	75811429	75823356	113	25	117241	0.24323
7413	RHBDD2	0.85786	7	75878999	75888926	123	14	117241	-1.0708
7414	POR	0.082855	7	75915102	75986855	354	46	117241	1.3861
7415	TMEM120A	0.18903	7	75986837	75994674	111	29	117241	0.88147
7416	STYXL1	0.53913	7	75995834	76048003	382	38	117241	-0.098249
7417	MDH2	0.29378	7	76048019	76067508	194	38	117241	0.54238
7418	LOC101927160	0.29035	7	76071322	76072392	66	15	117241	0.55235
7419	SRRM3	0.53065	7	76166675	76287292	445	24	117241	-0.076913
7420	HSPB1	0.77467	7	76302558	76304297	60	16	117241	-0.75431
7421	YWHAG	0.78406	7	76326791	76359025	200	27	117241	-0.78599
7422	SSC4D	0.68092	7	76389329	76409695	172	20	117241	-0.47028
7423	ZP3	0.21141	7	76397524	76442071	318	25	117241	0.80154
7424	DTX2	0.31881	7	76461655	76505998	300	28	117241	0.47103
7425	LOC105375355	0.063196	7	76510102	76524424	160	16	117241	1.5285
7426	LOC105375354	0.075896	7	76524383	76544090	177	21	117241	1.4332
7427	SPDYE16	0.1082	7	76533538	76541484	115	18	117241	1.2361
7428	POMZP3	0.22783	7	76609986	76627303	117	17	117241	0.746
7429	SPDYE17	0.1163	7	77023688	77031631	102	22	117241	1.1937
7430	SPDYE18	0.5239	7	77051689	77060538	129	29	117241	-0.059947
7431	CCDC146	0.40265	7	77122617	77295204	720	37	117241	0.24648
7432	FGL2	0.31004	7	77193371	77199833	88	18	117241	0.49573
7433	GSAP	0.06857	7	77310751	77416408	455	34	117241	1.4865
7434	PTPN12	0.12949	7	77537456	77640071	503	68	117241	1.1288
7435	RSBN1L	0.12857	7	77696426	77779803	603	51	117241	1.1332
7436	TMEM60	0.21052	7	77793728	77798430	126	23	117241	0.80462
7437	PHTF2	0.051477	7	77798792	77957504	844	75	117241	1.6307
7438	MAGI2	0.0032032	7	78017055	79453805	6390	297	117241	2.7262
7439	GNAI1	0.15878	7	80134824	80219409	399	29	117241	0.99947
7440	GNAT3	0.91025	7	80457292	80527915	253	39	117241	-1.3423
7441	CD36	0.82286	7	80602188	80679277	440	57	117241	-0.92631
7442	SEMA3C	0.47451	7	80742538	80919351	998	76	117241	0.063934
7443	LOC105369146	0.83877	7	81472689	81570356	473	67	117241	-0.98941
7444	HGF	0.76733	7	81699006	81770438	438	51	117241	-0.73009
7445	CACNA2D1	0.33385	7	81946444	82443806	2223	160	117241	0.42932
7446	PCLO	0.044274	7	82754005	83162881	2145	88	117241	1.7031
7447	SEMA3E	0.63759	7	83363906	83649163	1205	98	117241	-0.35202
7448	SEMA3A	0.15533	7	83956805	84492724	2160	42	117241	1.0138
7449	SEMA3D	0.00038475	7	84995192	85186855	820	63	117241	3.3635
7450	GRM3	0.016366	7	86643914	86864879	945	50	117241	2.1353
7451	KIAA1324L	0.13752	7	86876906	87059698	623	51	117241	1.0915
7452	LOC105375383	0.020555	7	87058643	87111964	261	21	117241	2.0424
7453	LOC101927420	0.24924	7	87151423	87156676	77	14	117241	0.67688
7454	DMTF1	0.21193	7	87152361	87196332	245	36	117241	0.79975
7455	TMEM243	0.22213	7	87196160	87220573	172	31	117241	0.76503
7456	CROT	0.18339	7	87345635	87399796	226	32	117241	0.90254
7457	ABCB4	0.18249	7	87402044	87477523	245	38	117241	0.90591
7458	ABCB1	0.23212	7	87503863	87713323	610	52	117241	0.73187
7459	RUNDC3B	0.37885	7	87627675	87832298	573	44	117241	0.3085
7460	SLC25A40	0.84324	7	87833568	87876377	141	27	117241	-1.0078
7461	DBF4	0.5912	7	87876229	87909541	121	24	117241	-0.23064
7462	ADAM22	0.19061	7	87934157	88202889	1087	78	117241	0.87567
7463	SRI	0.22461	7	88205115	88226993	141	24	117241	0.75672
7464	STEAP4	0.15798	7	88276429	88306913	208	40	117241	1.0028
7465	ZNF804B	0.44483	7	88759368	89337057	2851	109	117241	0.13874
7466	C7orf62	0.0074405	7	88794106	88795773	153	16	117241	2.4353
7467	STEAP1	0.82312	7	90154375	90164827	152	22	117241	-0.92732
7468	STEAP2	0.50521	7	90211686	90237678	170	35	117241	-0.013068
7469	CFAP69	0.34043	7	90245174	90324208	494	40	117241	0.4113
7470	GTPBP10	0.010892	7	90346665	90391455	303	30	117241	2.2941
7471	CLDN12	0.010525	7	90403334	90415954	207	26	117241	2.3071
7472	LOC102723899	0.2171	7	90509145	90513397	99	26	117241	0.78202
7473	CDK14	0.010115	7	90596362	91210590	2353	207	117241	2.3221
7474	FZD1	0.0082282	7	91264468	91268817	56	20	117241	2.3986
7475	MTERF1	0.0021779	7	91872876	91880720	53	23	117241	2.8512
7476	AKAP9	4.6051e-10	7	91940867	92110673	465	84	117241	6.1225
7477	CYP51A1	5.1164e-08	7	92112149	92134745	112	23	117241	5.3225
7478	LRRD1	1.1965e-07	7	92144884	92165276	125	21	117241	5.1659
7479	KRIT1	5e-10	7	92198969	92246128	178	32	117241	6.1094
7480	ANKIB1	1.7902e-15	7	92246216	92401770	370	53	117241	7.8688
7481	LOC105375396	5e-10	7	92412550	92437456	85	27	117241	6.1094
7482	GATAD1	2.6273e-06	7	92447448	92491328	145	31	117241	4.5544
7483	ERVW-1	2.9993e-05	7	92468380	92477915	65	12	117241	4.0129
7484	PEX1	2.9072e-05	7	92487023	92528531	173	40	117241	4.0202
7485	RBM48	4.0994e-06	7	92528692	92539405	99	23	117241	4.4599
7486	FAM133B	3.0866e-08	7	92560758	92590394	197	28	117241	5.4137
7487	CDK6	0.0049744	7	92604921	92836627	1070	90	117241	2.5776
7488	SAMD9	0.00018746	7	93099513	93118023	129	17	117241	3.5571
7489	SAMD9L	0.0031901	7	93130054	93148393	145	24	117241	2.7276
7490	HEPACAM2	0.00045268	7	93188586	93232297	261	21	117241	3.3184
7491	CCDC132	0.00022166	7	93232340	93361123	499	58	117241	3.5129
7492	CALCR	0.29413	7	93424487	93574730	688	52	117241	0.54136
7493	TFPI2	0.98673	7	93885397	93890991	97	17	117241	-2.2183
7494	GNGT1	0.46914	7	93906508	93911173	80	15	117241	0.077441
7495	GNG11	0.0207	7	93921704	93926514	79	25	117241	2.0395
7496	BET1	0.13954	7	93962770	94004390	200	41	117241	1.0824
7497	COL1A2	0.027714	7	94394561	94431232	184	35	117241	1.9155
7498	CASD1	0.13427	7	94509858	94631872	404	48	117241	1.1064
7499	SGCE	0.12483	7	94585224	94656209	292	30	117241	1.1512
7500	PEG10	0.16464	7	94656325	94669695	88	20	117241	0.97557
7501	PPP1R9A	0.067462	7	94907202	95296415	1900	130	117241	1.495
7502	PON1	0.35273	7	95298357	95324572	201	24	117241	0.37797
7503	PON3	0.23836	7	95359872	95396375	236	34	117241	0.71159
7504	PON2	0.43054	7	95404862	95435072	177	40	117241	0.17499
7505	ASB4	0.39992	7	95461542	95540231	408	45	117241	0.25355
7506	PDK4	0.82245	7	95583497	95596613	149	29	117241	-0.92475
7507	DYNC1I1	0.64715	7	95772506	96110322	1084	80	117241	-0.37763
7508	SLC25A13	0.73148	7	96120220	96322147	723	43	117241	-0.61728
7509	C7orf76	0.40001	7	96481626	96503523	130	21	117241	0.25331
7510	SHFM1	0.00010096	7	96688767	96709891	123	32	117241	3.7166
7511	DLX6	0.5208	7	97005978	97011040	149	27	117241	-0.05216
7512	DLX5	0.38011	7	97020390	97024831	162	24	117241	0.3052
7513	SDHAF3	0.89005	7	97116593	97181763	313	36	117241	-1.2268
7514	TAC1	0.64017	7	97731959	97740472	113	20	117241	-0.35892
7515	ASNS	0.65038	7	97852117	97872542	172	29	117241	-0.38634
7516	OCM2	0.10514	7	97984700	97990104	66	10	117241	1.2528
7517	LMTK2	0.56967	7	98106875	98209636	379	74	117241	-0.17555
7518	BHLHA15	0.87489	7	98212254	98212959	59	14	117241	-1.1498
7519	TECPR1	0.49161	7	98215443	98252251	164	46	117241	0.021038
7520	BRI3	0.022576	7	98281667	98323430	376	28	117241	2.0032
7521	BAIAP2L1	0.0038783	7	98291650	98401115	798	45	117241	2.6625
7522	NPTX2	0.48059	7	98617285	98629869	114	21	117241	0.048669
7523	TMEM130	0.29623	7	98846488	98870050	118	30	117241	0.53526
7524	TRRAP	0.1546	7	98878490	99013243	461	36	117241	1.0169
7525	SMURF1	0.0045288	7	99027435	99144120	352	44	117241	2.6099
7526	KPNA7	0.0049767	7	99173574	99219333	152	30	117241	2.5774
7527	ARPC1A	0.20424	7	99325873	99366262	148	23	117241	0.82656
7528	ARPC1B	0.20183	7	99374675	99394801	56	16	117241	0.8351
7529	PDAP1	0.27902	7	99394673	99408682	40	13	117241	0.58575
7530	BUD31	0.10852	7	99408641	99419616	42	14	117241	1.2345
7531	PTCD1	0.16427	7	99416739	99438839	96	13	117241	0.97707
7532	ATP5J2-PTCD1	0.2268	7	99416739	99466201	221	31	117241	0.74944
7533	CPSF4	0.24819	7	99438940	99457373	143	20	117241	0.68021
7534	ATP5J2	0.30945	7	99458161	99466201	130	20	117241	0.49742
7535	ZNF789	0.54673	7	99472829	99487600	148	23	117241	-0.11741
7536	ZNF394	0.69437	7	99493231	99500254	98	15	117241	-0.50828
7537	ZKSCAN5	0.2399	7	99501297	99534107	168	22	117241	0.70663
7538	FAM200A	0.14733	7	99546300	99559395	115	20	117241	1.0479
7539	ZNF655	0.11483	7	99558422	99576453	123	24	117241	1.2012
7540	GS1-259H13.2	0.012669	7	99597956	99610833	103	22	117241	2.2362
7541	ZSCAN25	0.031938	7	99616611	99738530	389	47	117241	1.853
7542	CYP3A5	0.11417	7	99648189	99680026	130	31	117241	1.2047
7543	CYP3A7-CYP3A51P	0.030057	7	99684679	99735200	206	41	117241	1.88
7544	CYP3A7	0.015006	7	99705037	99735200	139	34	117241	2.1699
7545	CYP3A4	0.086593	7	99756960	99784188	131	30	117241	1.362
7546	CYP3A43	0.060033	7	99828013	99867092	153	40	117241	1.5545
7547	OR2AE1	0.56319	7	99876062	99877033	39	15	117241	-0.15905
7548	TRIM4	0.49859	7	99890407	99919600	81	21	117241	0.0035463
7549	GJC3	0.17323	7	99923269	99935091	80	18	117241	0.94146
7550	AZGP1	0.5036	7	99966727	99976112	69	15	117241	-0.0090339
7551	ZKSCAN1	0.32552	7	100015572	100045143	113	18	117241	0.45232
7552	ZSCAN21	0.3543	7	100049767	100065042	69	16	117241	0.37373
7553	ZNF3	0.14474	7	100063847	100082548	101	22	117241	1.0593
7554	COPS6	0.14874	7	100088960	100092200	63	14	117241	1.0418
7555	MCM7	0.23602	7	100092728	100101940	71	18	117241	0.71915
7556	AP4M1	0.47091	7	100101412	100107180	52	16	117241	0.072982
7557	TAF6	0.49374	7	100107070	100119858	70	17	117241	0.015686
7558	CNPY4	0.21018	7	100119642	100125508	58	14	117241	0.80581
7559	MBLAC1	0.17795	7	100126694	100128724	52	13	117241	0.9232
7560	LAMTOR4	0.38146	7	100148907	100154210	55	17	117241	0.30165
7561	C7orf43	0.46389	7	100154420	100158721	56	20	117241	0.090649
7562	GAL3ST4	0.25352	7	100159242	100168750	87	25	117241	0.66346
7563	GPC2	0.13271	7	100169606	100177426	94	28	117241	1.1137
7564	STAG3	0.036136	7	100177563	100214387	159	45	117241	1.7974
7565	GATS	0.025164	7	100200653	100272232	255	39	117241	1.9572
7566	PVRIG	0.047701	7	100216717	100221490	83	21	117241	1.6676
7567	SPDYE3	0.0020983	7	100306812	100322196	132	23	117241	2.863
7568	PILRB	0.092636	7	100358003	100367831	139	29	117241	1.3247
7569	PILRA	0.045058	7	100373445	100400099	212	36	117241	1.6948
7570	ZCWPW1	0.028225	7	100400872	100429414	181	34	117241	1.9075
7571	MEPCE	0.018803	7	100428698	100434126	93	24	117241	2.0791
7572	PPP1R35	0.0044125	7	100435277	100436615	80	27	117241	2.6188
7573	C7orf61	0.00095358	7	100456615	100464271	88	22	117241	3.1043
7574	TSC22D4	0.00049175	7	100466519	100479279	129	30	117241	3.2952
7575	NYAP1	0.0005964	7	100483862	100494802	122	24	117241	3.2406
7576	AGFG2	0.022386	7	100539211	100568220	149	28	117241	2.0068
7577	FBXO24	0.053616	7	100586333	100601117	20	7	117241	1.6108
7578	PCOLCE	0.11154	7	100602259	100608175	43	16	117241	1.2184
7579	MOSPD3	0.25374	7	100612102	100615384	71	22	117241	0.66276
7580	TFR2	0.44605	7	100620416	100642765	215	33	117241	0.13565
7581	ACTL6B	0.41984	7	100643097	100656461	162	28	117241	0.20231
7582	GNB2	0.27604	7	100673740	100679169	115	21	117241	0.59465
7583	GIGYF1	0.22825	7	100679507	100694268	167	33	117241	0.74462
7584	POP7	0.28933	7	100706053	100707500	108	17	117241	0.55535
7585	EPO	0.18122	7	100720800	100723700	115	19	117241	0.91071
7586	ZAN	3.0579e-05	7	100733583	100797797	387	52	117241	4.0083
7587	EPHB4	0.0012697	7	100802565	100827521	202	31	117241	3.0186
7588	SLC12A9	0.036203	7	100834036	100867012	211	48	117241	1.7966
7589	TRIP6	0.11496	7	100866221	100873455	95	21	117241	1.2006
7590	SRRT	0.30528	7	100874971	100888664	138	14	117241	0.50926
7591	UFSP1	0.3703	7	100888723	100889718	109	9	117241	0.33107
7592	ACHE	0.50768	7	100889994	100896686	163	13	117241	-0.019264
7593	MUC3A	0.042121	7	100949117	100968347	222	25	117241	1.7266
7594	MUC12	0.00087474	7	100969623	101018949	533	24	117241	3.1298
7595	MUC17	0.023225	7	101020076	101058859	410	32	117241	1.9913
7596	TRIM56	0.40722	7	101085424	101091738	148	29	117241	0.2347
7597	SERPINE1	0.6533	7	101127089	101139266	213	29	117241	-0.39424
7598	AP1S1	0.39672	7	101154405	101161276	218	30	117241	0.26185
7599	VGF	0.1987	7	101162509	101169935	231	33	117241	0.84628
7600	NAT16	0.097089	7	101170493	101195908	323	40	117241	1.2983
7601	MOGAT3	0.30164	7	101195729	101201060	164	36	117241	0.51969
7602	PLOD3	0.40653	7	101205977	101217730	164	33	117241	0.23647
7603	ZNHIT1	0.45134	7	101217704	101224192	107	27	117241	0.12228
7604	CLDN15	0.35475	7	101232092	101238820	131	22	117241	0.37253
7605	FIS1	0.3099	7	101239612	101245090	126	23	117241	0.49612
7606	IFT22	0.21645	7	101313367	101321823	17	6	117241	0.78425
7607	COL26A1	0.076138	7	101362820	101559024	879	88	117241	1.4315
7608	MYL10	0.048541	7	101613325	101629296	98	27	117241	1.6592
7609	CUX1	0.0081507	7	101815904	102283958	1156	79	117241	2.4021
7610	SH2B2	0.27877	7	102285059	102321711	4	2	117241	0.5865
7611	SPDYE6	0.0771	7	102345752	102357047	107	15	117241	1.4249
7612	LOC100289561	0.13008	7	102363861	102380633	145	14	117241	1.126
7613	PRKRIP1	0.14095	7	102396357	102426682	159	26	117241	1.0761
7614	LOC105375433	0.19886	7	102407507	102421280	113	19	117241	0.84569
7615	ORAI2	0.43709	7	102433530	102456821	116	18	117241	0.15834
7616	ALKBH4	0.48277	7	102456220	102464874	59	16	117241	0.04321
7617	LRWD1	0.54395	7	102464943	102473168	75	16	117241	-0.11039
7618	POLR2J	0.47827	7	102473100	102478999	72	15	117241	0.054507
7619	RASA4B	0.37076	7	102483139	102517777	170	16	117241	0.32983
7620	POLR2J3	0.33795	7	102521171	102572660	170	33	117241	0.41808
7621	SPDYE2	0.43447	7	102550749	102562633	78	22	117241	0.165
7622	LOC102724229	0.44539	7	102573648	102580440	63	17	117241	0.13733
7623	RASA4	0.38078	7	102579646	102616758	141	33	117241	0.30343
7624	POLR2J2	0.18423	7	102636748	102671729	128	40	117241	0.89937
7625	UPK3BL	0.21466	7	102637025	102642791	49	22	117241	0.79037
7626	SPDYE2B	0.15127	7	102650325	102661400	77	28	117241	1.031
7627	FBXL13	0.13709	7	102700062	103074841	1298	56	117241	1.0935
7628	FAM185A	0.25288	7	102748944	102912918	706	23	117241	0.66544
7629	LRRC17	0.1899	7	102912897	102945111	121	29	117241	0.87827
7630	NFE4	0.13878	7	102973437	102978667	67	23	117241	1.0858
7631	ARMC10	0.20283	7	103074727	103099763	246	27	117241	0.83154
7632	NAPEPLD	0.17583	7	103099576	103149322	345	33	117241	0.93138
7633	PMPCB	0.06832	7	103297426	103329902	250	35	117241	1.4884
7634	DNAJC2	0.067638	7	103312474	103344873	240	36	117241	1.4936
7635	PSMC2	0.16312	7	103344405	103369395	249	32	117241	0.98171
7636	SLC26A5	0.26899	7	103352730	103446177	621	57	117241	0.61588
7637	RELN	0.88036	7	103471784	103989516	2851	117	117241	-1.1768
7638	ORC5	0.24026	7	104126341	104208047	522	59	117241	0.70548
7639	LHFPL3	0.01069	7	104328656	104908558	1930	115	117241	2.3012
7640	KMT2E	0.019331	7	105014190	105114085	461	62	117241	2.0678
7641	SRPK2	0.022995	7	105113601	105399366	1353	121	117241	1.9955
7642	PUS7	0.35248	7	105456511	105522242	311	43	117241	0.37865
7643	RINT1	0.5221	7	105532085	105567678	273	39	117241	-0.055426
7644	ATXN7L1	0.87784	7	105604774	105877232	1278	124	117241	-1.1642
7645	CDHR3	0.66943	7	105877200	106036431	765	62	117241	-0.43834
7646	SYPL1	0.61219	7	106090368	106112647	207	24	117241	-0.28503
7647	NAMPT	0.13908	7	106248285	106285732	217	51	117241	1.0845
7648	CCDC71L	0.84574	7	106656765	106661188	89	21	117241	-1.0183
7649	PIK3CG	0.29768	7	106865278	106908978	191	28	117241	0.53109
7650	PRKAR2B	0.47567	7	107044728	107161811	464	37	117241	0.061035
7651	HBP1	0.5951	7	107168961	107202529	174	23	117241	-0.24068
7652	COG5	0.3165	7	107201744	107564514	1378	129	117241	0.4775
7653	GPR22	0.41185	7	107470057	107476212	164	41	117241	0.22279
7654	DUS4L	0.34252	7	107563957	107578523	97	14	117241	0.40561
7655	BCAP29	0.80194	7	107579977	107623317	223	50	117241	-0.84858
7656	SLC26A4	0.053936	7	107660635	107717809	250	35	117241	1.6078
7657	CBLL1	0.39932	7	107743497	107762011	147	19	117241	0.25511
7658	SLC26A3	0.21733	7	107765467	107803233	235	46	117241	0.78124
7659	DLD	0.35469	7	107891107	107921198	234	26	117241	0.37269
7660	LAMB1	0.42916	7	107923801	108003359	434	43	117241	0.1785
7661	LAMB4	0.92783	7	108003986	108130356	626	37	117241	-1.4598
7662	NRCAM	0.57361	7	108147626	108456397	1150	77	117241	-0.18558
7663	PNPLA8	0.58261	7	108470422	108528161	316	25	117241	-0.20856
7664	THAP5	0.51113	7	108562144	108569768	185	8	117241	-0.027901
7665	DNAJB9	0.46193	7	108569745	108574850	126	11	117241	0.095566
7666	C7orf66	0.10143	7	108883975	108896211	185	16	117241	1.2735
7667	IMMP2L	0.95528	7	110662645	111562531	2888	118	117241	-1.6983
7668	LRRN3	0.72779	7	111091006	111125454	138	29	117241	-0.60613
7669	DOCK4	0.45616	7	111726108	112206407	2034	107	117241	0.1101
7670	ZNF277	0.62188	7	112206588	112343934	608	47	117241	-0.31041
7671	IFRD1	0.32821	7	112423144	112477203	178	31	117241	0.44486
7672	LSMEM1	0.42325	7	112480238	112491062	69	29	117241	0.19359
7673	TMEM168	0.14679	7	112762382	112790713	156	21	117241	1.0503
7674	C7orf60	0.69116	7	112819147	112939877	441	43	117241	-0.49915
7675	GPR85	0.77896	7	113080413	113087778	84	16	117241	-0.76869
7676	PPP1R3A	0.047457	7	113876827	113919027	212	34	117241	1.67
7677	FOXP2	0.23913	7	114086310	114693772	2003	119	117241	0.70912
7678	MDFIC	0.14563	7	114922154	115019916	468	50	117241	1.0554
7679	TFEC	0.027961	7	115935148	116159891	959	65	117241	1.9116
